"STUDY_ID","REVIEWERS","INCLUDE","author_full","title","journal","year","doi","abstract","language","keywords","volume","n_duplicates"
187,"Ashis","not vetted","Fritzen, K. and Rubio Almanza, M. and Kennon, B. and Nicolucci, A. and Verges, B. and Zakrzewska, K. and Schnell, O.","Pan-european economic analysis to identify potential cost savings for the health care systems as a results of integrating telemedicine into diabetes management","Diabetes technology & therapeutics","2019",NA,NA,"English",NA,"21",1
188,"Ashis","not vetted","Petrellis, Nikos and Birbas, Michael and Gioulekas, Fotios","On the design of low-cost iot sensor node for e-health environments","Electronics","2019","10.3390/electronics8020178","The proliferation of internet of things (iot) devices for patient monitoring has gained much attention in clinical care performance, proficient chronic disease management, and home caregiving. This work presents the design of efficient medical iot sensor nodes (sns) in terms of low-cost, low power-consumption, and increased data accuracy based on open-source platforms. The method utilizes a sensor controller (sc) within the iot sn, which is capable of performing medical checks supporting a broad coverage of medical uses. A communication protocol has been developed for data and command exchange among sc, local gateways, and physicians' or patients' mobile devices (tablets, smart phones). The sc supports moving average window (maw) and principle component analysis (pca) filtering algorithms to capture data from the attached low-cost body sensors of different sampling profiles. Significant extensions in sn's portability is achieved through energy consumption minimization based on the idle time gaps between sensors' activations. Sn's components are either deactivated or set to low activity operation during these idle intervals. A medical case study is presented and the evaluated results show that the proposed sn can be incorporated into e-health platforms since it achieves comparable accuracy to its certified and high-cost commercial counterparts.","English","e-health environment; sensor applications; patient monitoring; medical and IoT sensor nodes; low-power; accuracy; IoT platforms","8",1
189,"Ashis","not vetted","Omboni, Stefano","Pharmacist-led hypertension management combined with blood pressure telemonitoring in a primary care setting may be cost-effective in high-risk patients","Journal of clinical hypertension","2019","10.1111/jch.13467",NA,"English",NA,"21",1
190,"Ashis","not vetted","Parker, D. J. and Nuttall, G. H. and Bray, N. and Hugill, T. and Martinez-Santos, A. and Edwards, R. T. and Nester, C.","A randomised controlled trial and cost-consequence analysis of traditional and digital foot orthoses supply chains in a national health service setting: application to feet at risk of diabetic plantar ulceration","Journal of foot and ankle research","2019","10.1186/s13047-018-0311-0","Backgrounddiabetic foot ulceration is a considerable cost to the nhs and foot orthotic provision is a core strategy for the management of the people with diabetes and a moderate to high risk of foot ulceration. The traditional process to produce a custom-made foot orthotic device is to use manual casting of foot shape and physical moulding of orthoses materials. Parts of this process can be undertaken using digital tools rather than manual processes with potential advantages. The aim of this trial was to provide the first comparison of a traditional orthoses supply chain to a digital supply chain over a 6month period. The trial used plantar pressure, health status, and health service time and cost data to compare the two supply chains.methodsfifty-seven participants with diabetes were randomly allocated to each supply chain. Plantar pressure data and health status (eq5d, icecap) was assessed at point of supply and at six-months. The costs for orthoses and clinical services accessed by participants were assessed over the 6months of the trial. Primary outcomes were: reduction in peak plantar pressure at the site of highest pressure, assessed for non-inferiority to current care. Secondary outcomes were: reduction in plantar pressure at foot regions identified as at risk (>200kpa), cost-consequence analysis (supply chain, clinician time, service use) and health status.resultsat point of supply pressure reduction for the digital supply chain was non-inferior to a predefined margin and superior (p<0.1) to the traditional supply chain, but both supply chains were inferior to the margin after 6months. Custom-made orthoses significantly reduced pressure for at risk regions compared to a flat control (traditional -13.85%, digital -20.52%). The digital supply chain was more expensive (+13.17) and required more clinician time (+35min). There were no significant differences in health status or service use between supply chains.conclusionscustom made foot orthoses reduce pressure as expected. Given some assumptions about the cost models we used, the supply chain process adopted to produce the orthoses seems to have marginal impact on overall costs and health status.trial registration p id=par5 retrospectively registered on isrctn registry (isrctn10978940, 04/11/2015).","English","Foot orthotic; Biomechanics; Diabetes; Plantar pressure; Cost; Health and economics; Supply chain","12",1
191,"Ashis","not vetted","Alberto Aponte-Tinao, Luis and Luis Farfalli, German and Ignacio Albergo, Jose and Plazzotta, Fernando and Sommer, Janine and Luna, Daniel and Bernaldo de Quiros, Fernan Gonzalez","Face to face appointment vs. Telemedicine in first time appointment orthopedic oncology patients: a cost analysis","Medinfo 2019: health and wellbeing e-networks for all","2019","10.3233/SHTI190275","Medicine has evolved considerably in recent decades in part thanks to information and communication technologies in health (icts). However, face-to-face consultations continue to be the predominant model, since alternatives such as telemedicine are still the subject of debate. On the other hand, in some very specific specialties, centralization is relevant, mainly due to the low frequency and prevalence of diseases, as well as the need to have highly specialized professionals, causing problems in terms of accessibility and costs for the health system. In this study we have analyzed the first consultations to an orthopedics oncology service at a tertiary institution and performed an analysis of economic costs was carried out between 2 possible scenarios: face-to-face consultations versus telemedicine. Analyzing the 2 scenarios, there would be a cost-benefit in the use of telemedicine leading to a decrease in healthcare cost between 12.2% and 72%.","English","Telemedicine; Cost Analysis; Personal Health Records","264",1
192,"Ashis","not vetted","Chokshi, Sara Kuppin and Troxel, Andrea and Belli, Hayley and Schwartz, Jessica and Blecker, Saul and Blaum, Caroline and Szerencsy, Adam and Testa, Paul and Mann, Devin","User-centered development of a behavioral economics inspired electronic health record clinical decision support module","Medinfo 2019: health and wellbeing e-networks for all","2019","10.3233/SHTI190407","Changing physician behaviors is difficult. Electronic health record (ehr) clinical decision support (cds) offers an opportunity to promote guideline adherence. Behavioral economics (be) has shown success as an approach to supporting evidence-based decision-making with little additional cognitive burden. We applied a user-centered approach to incorporate be ""nudges"" into a cds module in two ""vanguard"" sites utilizing: (1) semi-structured interviews with key informants (n=8); (2) a design thinking workshop; and (3) semi-structured group interviews with clinicians. In the 133 day development phase at two clinics, the navigator section fired 299 times for 27 unique clinicians. The inbasket refill alert fired 124 times for 22 clinicians. Fifteen prescriptions for metformin were written by 11 clinicians. Our user-centered approach yielded a be- driven cds module with relatively high utilization by clinicians. Next steps include the addition of two modules and continued tracking of utilization, and assessment of clinical impact of the module.","English","user computer interface; clinical decision support; electronic health and record; behavioral economics","264",1
193,"Ashis","not vetted","Erfanyukova, Anna and Gajdos, Ondrej and Kamensky, Vojtech and Selcan, Miroslav","Use of various health technology assessment methods for economic, clinical and safety assessment","2019 e-health and bioengineering conference (ehb)","2019",NA,"In the czech republic, hta studies are only required for pharmaceuticals. For this reason, many health technology assessment work is being done by academic institution. A number of hta methods are used within student's theses in the department of biomedical technology, the faculty of biomedical engineering, czech technical university in prague. The environment of the faculty of biomedical engineering thus contributes to the cultivation of hta in the czech republic and in connection with the field of biomedical engineering interesting works are being created here. There is an effort to create works that have a practical impact, and many works arise in connection with the requirements of practice.","English","HTA; master thesis; cost-effectiveness; modelling",NA,1
194,"Ashis","not vetted","El Salti, Tarek and Sykes, Edward R. and Zajac, Warren and Abdullah, Saad and Khoja, Shariq","Newpneu: a novel cost effective mhealth system for diagnosing childhood pneumonia in low-resource settings","2019 ieee 10th annual information technology, electronics and mobile and communication conference (iemcon)","2019",NA,"Pneumonia is the primary factor that kills many children especially in areas with limited resource settings. The current approach to diagnosing pneumonia involves the use of the integrated management of childhood illness (imci), which contains guidelines for observing high risk signs for early detection. However, due to lack of point of care monitoring devices, these observations are either inaccurate, invalid or costly. Furthermore, several mhealth solutions do not detect this disease and only provide guidelines. In this work, we propose a new low-cost system that captures biomedical data as recommended by doctors to identify pneumonia. Among the system components, the hub unit is the critical element that collects biometric data from sensors, and samples it. Afterwords, the data is transmitted in real time via bluetooth low energy (ble) radio to a mobile android-based device. The hub design is based on nrf52832 - nordic semiconductors microcontroller due to its low cost and highspeed adc (i.e., saadc). The time complexity of all software digital processing and band-pass filtering techniques for the hub is equal to o(1). The design is validated by examining the linear relationship between the applied and calculated frequencies (r-2 = 1). Our real-world analysis reveals that there are more than 70% correlations for the spo2 data, and more than 90 % correlations for the rr data. This is captured between the gold standard measurements and our device. To further justify the accuracy, the two methods used to demonstrate that they are within the line of agreements (loa) in terms of spo2, based on bland altman analysis (i.e., lower and upper line of agreements (loas) are equal to and 2:0; respectively). Furthermore, the accuracy in terms of rr is mostly within and 3:6 loas. In comparison to the biosignalplux hub - plux wireless biosignals s.a., the battery life of this new design lasts for seven days compared to twenty-four hours for biosignalplux. The new hub is compact and can be packaged in a small case. Furthermore, the hub costs $10 usd in comparison to the biosignalplux and the contec device that range from approximately $1,000 to $6,000 usd.","English","Community-acquired pneumonia; Children; Respiration rate; SpO2; mHealth; and Point-of-care testing",NA,1
195,"Ashis","not vetted","Booth, Neill","On value frameworks and opportunity costs in health technology assessment","International journal of technology assessment in health care","2019","10.1017/S0266462319000643","Objectives. Proceeding from a basic concept underpinning economic evaluation, opportunity cost, this study aims to explain how different approaches to economics diverge quite dramatically in their ideas of what constitutes appropriate valuation, both in principle and practice. Because the concept of opportunity cost does not inherently specify how valuation should be undertaken or specify how appropriate any economic value framework (evf) might be, the three main economics-based approaches to providing evidence about value for health technology assessment are described. Methods. This paper describes how the three main evfs-namely, the extra-welfarist, welfarist, and classical-are most typically understood, applied, and promoted. It then provides clarification and assessment of related concepts and terminology. Results. Although evfs differ, certain underlying characteristics of valuation were identified as fundamental to all approaches to economic evaluation in practice. The study also suggests that some of the rhetoric and terms employed in relation to the extra-welfarist approach are not wholly justified and, further, that only the welfarist approach ensures adherence to welfare-economic principles. Finally, deliberative analysis, especially when connected with a classical economic approach, can serve as a useful supplement to other analytical approaches. Conclusions. All three approaches to economic evaluation have something to offer assessment processes, but they all display limitations too. Therefore, the author concludes that the language of economic evaluation should be used with sufficient humility to prevent overselling of evfs, especially with regard to the qualities of evidence they provide for priority setting processes.","English","Costs and cost analyses; Priorities; Health; Health; Technology and assessment; Health","35",1
196,"Ashis","not vetted","Cunningham, Scott and Allardice, Brian and Wilson, Lyn and Wake, Deborah","My diabetes my way: user experiences, clinical outcomes and health economics impact of an electronic personal health record for diabetes","International journal of integrated care","2019","10.5334/ijic.s3624",NA,"English","personal health record; diabetes; online; records access; informatics","19",1
197,"Ashis","not vetted","Barmpoutis, Panagiotis and Stathaki, Tania and Kamperidou, Vasiliki","Monitoring of trees' health condition using a uav equipped with low-cost digital camera","2019 ieee international conference on acoustics, speech and signal and processing (icassp)","2019",NA,"Invasive insect pests and fungi, which are introduced accidentally to forests and affect tree growth and survival, constitute a serious threat for the forests and trees acting on climate change and its impacts. Thus, the need for early and accurate health determination process of forest regions, has significantly increased the interest in automatic monitoring methods. In this paper, in order to overcome the great variety of trees' characteristics and forests' heterogeneity that affects the diversity of their color and texture making the detection of diseases a difficult task, a methodology for individual tree detection applying energy minimization, visualizing hog features across tree canopies and using a dynamically clustering method is proposed. Then, in order to achieve classification based on their health condition, multi-pyramid textural features are proposed and extracted. The experimental results presented use images of a forest area in greece that include fir trees and show the great potential of the proposed methodology.","English","Remote sensing; forest monitoring; tree diseases detection; forest and health surveillance",NA,1
198,"Ashis","not vetted","Fatima Domingues, M. and Nepomuceno, Ana and Tavares, Catia and Alberto, Nelia and Radwan, Ayman and Andre, Paulo and Antunes, Paulo","Low-cost intrinsic optical fiber fpi sensor for knee kinematic gait analysis and e-health architecture","Optical sensors 2019","2019","10.1117/12.2520877","Analysis of gait pattern of individuals is a very useful tool for the identification of locomotive motor anomalies, which can lead to early diagnosis and adequate treatment of patients with motor disorders. The knees are the lower limb joints exposed to major tension during human locomotion, presenting higher risk of a wider range of possible disorders. The devices used to monitor human joints should be comfortable and not restrain patients' movement, while maintaining their resolution and accuracy. Most of current measurement techniques are based on electronic devices, which are often not adequate for demanding environments, such as the context of physical rehabilitation. We propose an e-health sensing solution to dynamically monitor human knee angles during gait, using low-cost intrinsic fabry-perot interferometers optical fiber sensors (fpi-ofs). To the best of our knowledge, no previous efforts have reported the use of fpi sensors for such dynamic monitoring. The overall sensor consists of an optical fiber containing the fpi microcavity, which is embedded along the longitudinal direction of a kinesio tape (k-tape), and placed along the knee rotation axis. Since the k-tape has great adhesion to the skin, the fpi sensor is kept at the knee rotation axis, without restricting the user's movements. During the knee flexion/extension, the k-tape extends/compresses accordingly, resulting in the modulation of the reflected spectrum by the fpi-ofs. Several calibration and performance tests have been performed. Their results show the reliability and accuracy of the proposed solution, with sensibilities values of 53.8 +/- 2.4 pm/degrees.","English","Fabry-Perot interferometric sensors; gait analysis; knee angle and monitoring; optical fiber fuse effect; eHealth architectures","11028",1
199,"Ashis","not vetted","Balco, Peter and Kajanova, Helga and Linhardt, Peter","Economic interpretation of ehealth implementation in countrywide measures","Advances in intelligent networking and collaborative systems","2019","10.1007/978-3-319-98557-2_23","The ehealth represents a system, collecting data related to the evidence of the health care. Ensures the interoperability of patient's health history, medication and medical records, related to the care providers. Due precise evidence and data accessibility, this system definitely supports the fraud blocking, costs cutting and contributes to improvement of condition for better care provisioning by care providers, eu countries do not provide public data, targeted to clarify the results of ehealth in form of structured data set, representing the cost savings. This paper represents an alternative view to estimate the results of ehealth implementation into large measures health care system.","English",NA,"23",1
200,"Ashis","not vetted","Safavi, Kyan and Mathews, Simon C. and Bates, David W. and Dorsey, E. Ray and Cohen, Adam B.","Top-funded digital health companies and their impact on high-burden, high-cost conditions","Health affairs","2019","10.1377/hlthaff.2018.05081","Digital health companies hold promise to address major health care challenges, though little has been published on their impact. We identified the twenty top-funded private us-based digital health companies to analyze their products and services, related peer-reviewed evidence, and the potential for impact on patients with high-burden conditions. Data analytics (including artificial intelligence and big data ) was the most common company type. Companies producing biosensors had the greatest funding. Publications were concentrated among a small number of companies. Healthy volunteers were most commonly studied. Few studies enrolled high-burden populations, and few measured their impact in terms of outcomes, cost, or access to care. These data suggest that leading digital health companies have not yet demonstrated substantial impact on disease burden or cost in the us health care system. Our findings indicate the importance of fostering an environment, with regard to policy and the consumer market, that encourages the development of evidence-based, high-impact products.","English",NA,"38",1
201,"Ashis","not vetted","Islam, Md. Rakibul and Rusho, Rushdi Zahid and Islam, Sheikh Md. Rabiul","Design and implementation of low cost smart syringe pump for telemedicine and healthcare","2019 1st international conference on robotics, electrical and signal and processing techniques (icrest)","2019",NA,"Delivery of fluids such as nutrients and medications into a patient's body in a controlled environment is one of the essential prerequisites of a treatment that requires precise flow control. Advancements in wireless technologies and internet of things (iot) facilitates the use of medical devices wirelessly so that they can be accessed over a long distance for tele-monitoring and telemedicine. In this work, a frame work of a low-cost medical syringe pump is designed to provide better health care in the rural area. A dc motor driven syringe pump is designed using microcontroller board with necessary driver circuitry. Armature voltage of the dc motor is varied to generate different flow rates. To convert rotary motion of the motor into linear motion, lead screw mechanism is employed. Almost all parts of this device are easily available to local market. There is provision for multiple flow rate control, safety features and wireless control of the device. Gsm module is used to show the wireless operation of the device. Experimental findings show that the error of flow rate is within 5% of the desired flow rate. The objective of this research work is to design a low cost, portable, smart syringe infusion pump to improve quality of service in the healthcare sector of developing countries.","English","syringe pump; telemedicine; telehealth; internet of things (IoT); and hospital information system (HIS)",NA,1
202,"Ashis","not vetted","Maddison, Ralph and Rawstorn, Jonathan Charles and Stewart, Ralph A. H. and Benatar, Jocelyne and Whittaker, Robyn and Rolleston, Anna and Jiang, Yannan and Gao, Lan and Moodie, Marj and Warren, Ian and Meads, Andrew and Gant, Nicholas","Effects and costs of real-time cardiac telerehabilitation: randomised controlled non-inferiority trial","Heart","2019","10.1136/heartjnl-2018-313189","Objective compare the effects and costs of remotely monitored exercise-based cardiac telerehabilitation (remote-cr) with centre-based programmes (cbexcr) in adults with coronary heart disease (chd). Methods participants were randomised to receive 12 weeks of telerehabilitation or centre-based rehabilitation. Remote-cr provided individualised exercise prescription, real-time exercise monitoring/coaching and theory-based behavioural strategies via a bespoke telerehabilitation platform; cbexcr provided individualised exercise prescription and coaching via established rehabilitation clinics. Outcomes assessed at baseline, 12 and/or 24 weeks included maximal oxygen uptake (vo(2)max, primary) modifiable cardiovascular risk factors, exercise adherence, motivation, health-related quality of life and programme delivery, hospital service utilisation and medication costs. The primary hypothesis was a non-inferior between-group difference in vo(2)max at 12 weeks (inferiority margin=-1.25 ml/kg/min); inferiority margins were not set for secondary outcomes. Results 162 participants (mean 61 +/- 12.7 years, 86% men) were randomised. Vo2 max was comparable in both groups at 12 weeks and remote-cr was non-inferior to cbexcr (remote-cr-cbexcr adjusted mean difference (amd)=0.51 (95% ci -0.97 to 1.98) ml/kg/min, p=0.48). Remote-cr participants were less sedentary at 24 weeks (amd=-61.5 (95% ci -117.8 to -5.3) min/day, p=0.03), while cbexcr participants had smaller waist (amd=1.71 (95% ci 0.09 to 3.34) cm, p=0.04) and hip circumferences (amd=1.16 (95% ci 0.06 to 2.27) cm, p=0.04) at 12 weeks. No other between-group differences were detected. Per capita programme delivery (nzd1130/gbp573 vs nzd3466/gbp1758) and medication costs (nzd331/gbp168 vs nzd605/gbp307, p=0.02) were lower for remote-cr. Hospital service utilisation costs were not statistically significantly different (nzd3459/gbp1754 vs nzd5464/gbp2771, p=0.20). Conclusion remote-cr is an effective, cost-efficient alternative delivery model that could-as a complement to existing services-improve overall utilisation rates by increasing reach and satisfying unique participant preferences.","English","coronary artery disease; cardiac rehabilitation; and ehealth/telemedicine/mobile health","105",1
203,"Ashis","not vetted","Wood, Patrick R. and Caplan, Liron","Outcomes, satisfaction, and costs of a rheumatology telemedicine program a longitudinal evaluation","Jcr-journal of clinical rheumatology","2019","10.1097/RHU.0000000000000778","Objectives: rural veterans with inflammatory arthritis (ia) lack medical access because of geographic barriers. Telemedicine (tm) holds great promise in relieving these disparities. We have prospectively measured patientcentered data surrounding a tm care program at a federal health system and compared these with usual care (uc). Methods: veterans with previously established ia were enrolled in tm follow-up. Data collected longitudinally before and after entering the program included routine assessment of patient index data 3 (rapid-3), out-of-pocket visit costs and distances traveled, and patient satisfaction instruments. Demographics were recorded. Similar data were collected on a convenience sample of concurrent ia patients receiving uc. Results: eighty-five patients were observed, including 25 receiving tm care and 60 receiving uc. No differences in demographics, satisfaction scores, or rapid-3 were noted at baseline between groups. Univariate linear regression of cross-sectional baseline data suggests satisfaction instrument scores were predicted by rapid-3 (beta = -0.64/ 10 points, p = 0.01), as well as distance (beta = -0.19/ 100 miles, p = 0.02) and cost (beta = -0.37/$ 100, p = 0.05). A multivariate model indicates both distance (beta = -0.17/ 100 miles, p = 0.02) and rapid-3 (beta = -0.47/ 10 points, p < 0.03) were predictors for visit satisfaction. In longitudinal follow-up via tm, satisfaction (delta= 0.03, p = 0.94) and rapid-3 (delta = 0.27, p = 0.89) remained similar to baseline among tm patients, whereas distance traveled (delta= -384.8 miles/ visit, p < 0.01) and visit costs (delta = -$ 113.8/ visit, p < 0.01) were reduced. Conclusions: patient-reported outcomes for care delivered via tm were similar to uc, with significant cost and distance savings. Patient-centered factors such as distance to care should be considered in design care delivery models, as they appear to drive patient satisfaction in conjunction with disease control.","English","arthritis; quality of health care; telemedicine; veterans","25",1
204,"Ashis","not vetted","Neke, Nyasule and Reifferscheid, Antonius and Buchberger, Barbara and Wasem, Juergen","Time and cost associated with utilization of services at mobile health clinics among pregnant women","Bmc health services research","2018","10.1186/s12913-018-3736-z","Backgroundantenatal care (anc) is provided for free in tanzania in all public health facilities. Yet surveys suggested that long distances to the facilities limit women from accessing these services. Mobile health clinics (mhc) were introduced to address this problem; however, little is known about the client cost and time associated with utilizing anc at mhc and whether these costs deter women from using the provided services.methodsclient-exit interviews were conducted by interviewing 293 pregnant women who visited the mhc in rural tanzania. Two subgroups were created, one with women who travelled more than 1.5h to the mhc, and the other with women who travelled within 1.5h. For each subgroup we estimated the direct cost in us$ and time in hours for utilizing services and they hinder service utilization. The wilcoxon-mann-whitney rank sum test was performed to compare the differences between the estimated mean values in the two groups.resulttotal direct cost per visit was: us$2.27 (sd=0.90) for overall, us$2.29 (sd=1.03) for those women who travelled less than 1.5h and us$2.53 (sd=0.63) for those who travelled more than 1.5h (p=0.08). Laboratory and medicine cost accounted for 70 and 16% of the total direct cost and were similar across the groups. Total time cost per visit (in hours) was: 3.75 (sd=1.83), 2.88 (sd=1.27) for those women who travelled less than 1.5h and 5.02 (sd=1.81) for those who travelled more than 1.5h (p<0.01). The major contributor of time cost was waiting time; 1.89 (sd=1.29) for overall, 1.68 (sd=1.02) for those women who travelled less than 1.5h and 2.17 (sd=1.57) for those who travelled more than 1.5h (p=0.07). Participants reported having missed their scheduled visit due to lack of money (15%) and time (9%).Conclusionwomen receiving nominally free anc incur considerable time and direct cost, which may result in an unsteady use of maternal care. Improving availability of essential medicine and supplies at health facilities, as well as focusing on efficient utilization of community health workers may reduce these costs.","English","Mobile health clinic; Antenatal care; Patient cost","18",1
205,"Ashis","not vetted","Lattie, Emily G. and Kaiser, Susan M. and Alam, Nameyeh and Tomasino, Kathryn N. and Sargent, Elizabeth and Rubanovich, Caryn Kseniya and Palac, Hannah L. and Mohr, David C.","A practical do-it-yourself recruitment framework for concurrent ehealth clinical trials: identification of efficient and cost-effective methods for decision making (part 2)","Journal of medical internet research","2018","10.2196/11050","Background: the ability to successfully recruit participants for electronic health (ehealth) clinical trials is largely dependent on the use of efficient and effective recruitment strategies. Determining which types of recruitment strategies to use presents a challenge for many researchers. Objective: the aim of this study was to present an analysis of the time-efficiency and cost-effectiveness of recruitment strategies for ehealth clinical trials, and it describes a framework for cost-effective trial recruitment. Methods: participants were recruited for one of 5 ehealth trials of interventions for common mental health conditions. A multipronged recruitment approach was used, including digital (eg, social media and craigslist), research registry-based, print (eg, flyers and posters on public transportation), clinic-based (eg, a general internal medicine clinic within an academic medical center and a large nonprofit health care organization), a market research recruitment firm, and traditional media strategies (eg, newspaper and television coverage in response to press releases). The time costs and fees for each recruitment method were calculated, and the participant yield on recruitment costs was calculated by dividing the number of enrolled participants by the total cost for each method. Results: a total of 777 participants were enrolled across all trials. Digital recruitment strategies yielded the largest number of participants across the 5 clinical trials and represented 34.0% (264/777) of the total enrolled participants. Registry-based recruitment strategies were in second place by enrolling 28.0% (217/777) of the total enrolled participants across trials. Research registry-based recruitment had a relatively high conversion rate from potential participants who contacted our center for being screened to be enrolled, and it was also the most cost-effective for enrolling participants in this set of clinical trials with a total cost per person enrolled at us $8.99. Conclusions: on the basis of these results, a framework is proposed for participant recruitment. To make decisions on initiating and maintaining different types of recruitment strategies, the resources available and requirements of the research study (or studies) need to be carefully examined.","English","eHealth; mHealth; mental health; recruitment","20",1
206,"Ashis","not vetted","Abhulimen, Sese and Hirsch, Abigail","Quantifying the economic impact of a digital self-care behavioral health platform on missouri medicaid expenditures","Journal of medical economics","2018","10.1080/13696998.2018.1510834","Aim: the primary objective of this study is to estimate the economic benefits relative to return on investment (roi) of a state-wide initiative to integrate digital behavioral health (bh) self-care into the community bh system. Methods: the observational study reviewed claims data of 799 people who registered with the digital tool (mystrength) and 715 matched control study participants. The control group was formed via coarsened exact match with blocking variables, including presence on the claims file, volume of health care utilization, participation in a medical health home, bh diagnosis and volume of psychotherapy claims. The primary study analysis of cost differences for the bh self-care tool group versus the control group were calculated by cost setting and the roi of the bh self-care tool was estimated. Cost settings assessed include inpatient, emergency services, general and psychiatric outpatient, and outpatient psychotherapy. Results: an incremental annual difference in difference reduction of $382 per user was observed over the 11 month study period in the self-care tool group. Sensitivity analysis indicated an roi of between 142% and 695%. Conclusions: augmenting bh offerings to include digital bh self-care tools appears to generate positive roi via reduced total cost of care.","English","Depression; digital behavioral health; claims; health care cost; and population health; return on investment","21",1
207,"Ashis","not vetted","Nsengiyumva, Ntwali Placide and Mappin-Kasirer, Benjamin and Oxlade, Olivia and Bastos, Mayara and Trajman, Anete and Falzon, Dennis and Schwartzman, Kevin","Evaluating the potential costs and impact of digital health technologies for tuberculosis treatment support","European respiratory journal","2018","10.1183/13993003.01363-2018","Ensuring adherence and support during treatment of tuberculosis (tb) is a major public health challenge. Digital health technologies could help improve treatment outcomes. We considered their potential cost and impact on treatment for active or latent tb in brazil. Decision analysis models simulated two adult cohorts with 1) drug-susceptible active tb, and 2) multidrug-resistant tb, and two cohorts treated with isoniazid for latent tb infection (ltbi): 1) close contacts of persons with active tb, and 2) others newly diagnosed with ltbi. We evaluated four digital support strategies: two different medication monitors, synchronous video-observed therapy (vot), and two-way short message service (sms). Comparators were standard directly observed treatment for active tb and self-administered treatment for ltbi. Projected outcomes included costs (2016 us dollars), plus active tb cases and disability-adjusted life years averted among persons with ltbi. For individuals with active tb, medication monitors and vot are projected to lead to substantial (up to 58%) cost savings, in addition to alleviating inconvenience and cost to patients of supervised treatment visits. For ltbi treatment, sms and medication monitors are projected to be the most cost-effective interventions. However, all projections are limited by the scarcity of published estimates of clinical effect for the digital technologies.","English",NA,"52",1
208,"Ashis","not vetted","Prinja, Shankar and Gupta, Aditi and Bahuguna, Pankaj and Nimesh, Ruby","Cost analysis of implementing mhealth intervention for maternal, newborn & child health care through community health workers: assessment of remind program in uttar pradesh, india","Bmc pregnancy and childbirth","2018","10.1186/s12884-018-2019-3","Background: the main intervention under remind program consisted of a mobile health application which was used by community health volunteers, called ashas, for counselling pregnant women and nursing mothers. This program was implemented in two rural blocks in uttar pradesh state of india with an overall aim to increase quality of health care, thereby increasing utilization of maternal & child health services. The aim of the study was to assess annual & unit cost of remind program and its scale up in up state. Method and materials: economic costing was done from the health system and patient's perspectives. All resources used during designing & planning phase i.e., development of application; and implementation of the intervention, were quantified and valued. Capital costs were annualised, after assessing their average number of years for which a product could be used and accounting for its depreciation. Shared or joint costs were apportioned for the time value a resource was utilized under intervention. Annual cost of implementing remind in two blocks of up along and unit cost per pregnant woman were estimated. Scale-up cost for implementing the intervention in entire state was calculated under two scenarios - first, if no extra human resource were employed; and second, if the state government adopted the same pattern of human resource as employed under this program. Results: the annual cost for rolling out remind in two blocks of district kaushambi was inr 12.1 million (us $ 191,894). The annualised start-up cost constituted 9% of overall cost while rest of cost was attributed to implementation of the intervention. The health system program costs in remind were estimated to be inr 31.4 (us $ 0.49) per capita per year and inr 1294 (us $ 20.5) per registered women. The per capita incremental cost of scale up of intervention in up state was estimated to be inr 439 (us $ 0.07) when no additional supervisory staffs were added. Conclusion: the cost of scale up of remind in uttar pradesh is 6% of annual budget for 'reproductive and child health' line item under state budget, and hence appears to be financially sustainable.","English","mHealth; Health system cost; Costing analysis; Maternal and child and health; Community health volunteers","18",1
209,"Ashis","not vetted","Gizaw, N. and Farinella, M. and Inumerable, R., V and Rubinstein, J. and Ho, Y.","Did the european financial crisis have an impact on economic decision-making in health technology assessments?","Value in health","2018","10.1016/j.jval.2018.09.335",NA,"English",NA,"21",1
210,"Ashis","not vetted","Hnoosh, A. and Courmier, D. F.","Health technology assessments of bevacizumab biosimilars: could a demonstration of cost-effectiveness change the recommendation for reimbursement versus the originator?","Value in health","2018","10.1016/j.jval.2018.09.1134",NA,"English",NA,"21",1
211,"Ashis","not vetted","Miller, T. A. and Blanchette, C. M. and Clark, L. A.","Cost-effectiveness analysis of telerehabilitation for post-acute hip arthroplasty: a decision model","Value in health","2018","10.1016/j.jval.2018.09.1766",NA,"English",NA,"21",1
212,"Ashis","not vetted","Yi, Y. and Davies, N. and Tavella, F. and Okhuoya, P.","Cost-effectiveness and budget impact thresholds in health technology assessment","Value in health","2018","10.1016/j.jval.2018.09.2159",NA,"English",NA,"21",1
213,"Ashis","not vetted","Zheng, Y. and Lanitis, T. and Ambavane, A. and Proskorovsky, I and Bharmal, M. and Phatak, H.","Assessing the potential value of an innovative oncology therapy from the health technology assessment (hta) perspective: marrying clinical value frameworks with economic assessment methodology","Value in health","2018","10.1016/j.jval.2018.09.108",NA,"English",NA,"21",1
214,"Ashis","not vetted","Kitio, Brice and Atsou, Kokuvi and Dzudie, Anastase and Kappe, Clarance Petipe and Ngansop, Arthur and Kuate-Mfeukeu, Liliane and Ekaney, Domin Sone Majunda and Kegne, Andre-Pascal","Modelling of health benefits and cost savings of hypertension prevention with a digital tool used by community health workers in cameroon","Journal of hypertension","2018",NA,NA,"English","Hypertension; health benefit; cost saving; prevention","36",1
215,"Ashis","not vetted","Shi, Di and Lyu, Xiaojun and Chen, Xiaoping","Study on economic evaluation of management model in chinese hypertensive patients based on health literacy and mobile internet","Journal of hypertension","2018",NA,NA,"English","hypertension; management; economic evaluation","36",1
