"STUDY_ID","REVIEWERS","INCLUDE","author_full","title","journal","year","doi","abstract","language","keywords","volume","n_duplicates"
241,"Ashis","not vetted","Wu, Kaihang and Liu, Chunfeng and Calvo, Rafael A.","Automatic nonverbal mimicry detection and analysis in medical video consultations","International journal of human-computer interaction","2020","10.1080/10447318.2020.1752474","Effective medical consultation requires good nonverbal communication between patients and doctors. Nonverbal behavior (nvb) mimicry, when a person imitates the nvb of the conversation partner, has been associated with building rapport between people. We study how nvb mimicry influences the quality of a medical consultation in a video conference. Computer vision algorithms were used to analyze 2027.75 minutes of recorded medical video consultations between medical students (n = 130) and volunteers who acted as simulated patients (sp, n = 29). We automatically detected students' nvb mimicry to the sp and investigated the relationship between the nvb mimicry and students' overall communication skills performance. The results highlighted the positive correlation between head nodding mimicry and assessed communication skills. In addition, we also identified nvb mimicry styles by cluster analysis and found that certain nvb mimicry styles have associated with better communication performance. These findings provide insights into the future design of systems that offer automatic feedback in communication skills training.","English",NA,"36",1
242,"Ashis","not vetted","Verduzco-Gutierrez, Monica and Bean, Allison C. and Tenforde, Adam S. and Tapia, Rebecca N. and Silver, Julie K.","How to conduct an outpatient telemedicine rehabilitation or prehabilitation visit","Pm&r","2020","10.1002/pmrj.12380","The novel coronavirus pandemic is resulting in an accelerated conversion of in-person physician visits to virtual visits. As barriers to adoption of telemedicine are rapidly decreasing, it is important to recognize the need for practical and immediately deployable information that can improve doctor-patient interactions, facilitate accurate documentation, and increase confidence in the transition to virtual visits. In this article we aim to outline the components of an outpatient telemedicine visit for physiatrists, with a particular focus on an adapted virtual physical examination. Uses of telemedicine may include future large scale concerns such as natural disasters or climate change. We describe a general approach to the visit, review definitions of terms commonly used in telemedicine, and offer tips for optimizing the encounter.","English",NA,"12",1
243,"Ashis","not vetted","Ullah, Sami and Maghazil, Amal Mohammed and Qureshi, Ahmad Zaheer and Tantawy, Sherif and Moukais, Imad Saeed and Aldajani, Adel Abdulaziz","Knowledge and attitudes of rehabilitation professional toward telerehabilitation in saudi arabia: a cross-sectional survey","Telemedicine and e-health",NA,"10.1089/tmj.2020.0016","Background: continuity of rehabilitation care after completion of a hospital-based rehabilitation program remains a challenge. This is of considerable significance in saudi arabia where there is a lack of community-based rehabilitation, which renders the need of telemedicine services. There is lack of data regarding understanding, awareness, and attitudes of rehabilitation professional toward telerehabilitation. This study was aimed to explore saudi-based rehabilitation professionals' knowledge of telerehabilitation. Materials and methods: after pilot testing, a survey questionnaire was distributed to 82 rehabilitation professionals working in different regions of saudi arabia. The survey included 14 close-ended questions targeting five domains: demographics, telemedicine knowledge, telerehabilitation service knowledge, social acceptance of these services, and risks associated with these services. Descriptive statistics were obtained by analyzing data using microsoft excel. Results: in total 46% of the participants were aware of telerehabilitation service technology but did not use it. 69.51% considered both telerehabilitation and community-based rehabilitation as the best service delivery methods. About 43% of participants reported that lack of knowledge about information technology and cost were the main factors that led to their limited use of telerehabilitation systems. The majority of the participants (52.44%) considered breach of confidentiality to be a risk associated with telerehabilitation services. Conclusions: even though considerable number of the participants considered telerehabilitation as an important service delivery method, most of them are not involved in telerehabilitation. This renders the need of establishing local telerehabilitation guidelines and addressing the barriers pertaining to training, resources, cost, policy making, confidentiality, and perception of patients.","English","telerehabilitation; telehealth; telemedicine; e-health",NA,1
244,"Ashis","not vetted","Stommel, Wyke J. P. and van Goor, Harry and Stommel, Martijn W. J.","The impact of video-mediated communication on closed wound assessments in postoperative consultations: conversation analytical study","Journal of medical internet research","2020","10.2196/17791","Background: research on the use of video-mediated technology for medical consultations is increasing rapidly. Most research in this area is based on questionnaires and focuses on long-term conditions. The few studies that have focused on physical examinations in video consultations indicated that it poses challenges for the participants. The specific activity of wound assessment through video in postsurgery consultations has not yet been studied. Furthermore, a comparative analysis of face-to-face and video settings on the moment-to-moment organization of such an activity is original. Objective: the aim of this study was to examine the impact of video technology on the procedure of postsurgery wound assessment and its limits. Methods: we recorded 22 postoperative video consultations and 17 postoperative face-to-face consultations. The primary purpose of the consultation was to inform the patient about the final pathology results of the resected specimen, and the secondary purpose was to check on the patient's recovery, including an assessment of the closed wound. The recordings were transcribed in detail and analyzed using methods of conversation analysis. Results: the way that an assessment of the wound is established in video consultations differs from the procedure in face-to-face consultations. In the consultation room, wound assessments overwhelmingly (n=15/17) involve wound showings in the context of surgeons reporting their observations formatted with evidentials (""looks neat"") and subsequently assessing what these observations imply or what could be concluded from them. In contrast, wound assessments in video consultations do not tend to involve showing the wound (n=3/22) and, given the technological restrictions, do not involve palpation. Rather, the surgeon invites the patient to assess the wound, which opens up a sequence of patient and physician assessments where diagnostic criteria such as redness or swollenness are made explicit. In contrast to observations in regular consultations, these assessments are characterized by epistemic markers of uncertainty (""i think,"" ""sounds...good"") and evidentials are absent. Even in cases of a potential wound problem, the surgeon may rely on questioning the patient rather than requesting a showing. Conclusions: the impact of video technology on postoperative consultations is that a conclusive wound assessment is arrived at in a different way when compared to face-to-face consultations. In video consultations, physicians enquire and patients provide their own observations, which serve as the basis for the assessment. This means that, in video consultations, patients have a fundamentally different role. These talking-based assessments are effective unless, in cases of a potential problem, patient answers seem insufficient and a showing might be beneficial.","English","video consultation; remote consultation; physical examination; and assessment; patient-physician relationship; conversation analysis","22",1
245,"Ashis","not vetted","Medina-Walpole, Annie","In covid-19 response to congress & administration, ags calls for access to medical supplies, telehealth, among other needs","Geriatric nursing","2020","10.1016/j.gerinurse.2020.04.013",NA,"English",NA,"41",1
246,"Ashis","not vetted","Timm, Brennan and O'Connor, Ellen and Liodakis, Peter and Jayarajan, Jyotsna and Bolton, Damien","We still need the clinic; patient perceptions on doctor-in-training delivered telehealth versus in-person consultation","Anz journal of surgery","2020","10.1111/ans.15884",NA,"English",NA,"90",1
247,"Ashis","not vetted","Kiernan, Llynne and Walter, Kyle and Apolinario, Brenden","Access to telehealth on stress levels in rural veterans with post traumatic stress disorder","Nursing research","2020",NA,NA,"English",NA,"69",1
248,"Ashis","not vetted","Trethewey, Samuel P. and Beck, Kathryn J. and Symonds, Rehan F.","Video consultations in uk primary care in response to the covid-19 pandemic","British journal of general practice","2020","10.3399/bjgp20X709505",NA,"English",NA,"70",1
249,"Ashis","not vetted","Martin, Jessica E. and Watson, Jessica and Barnes, Rebecca K.","Shared decision making about blood tests secondary analysis of video-recorded primary care consultations","British journal of general practice","2020","10.3399/bjgp20X709409","Background awareness of the importance of shared decision making (sdm) is widespread; however, little research has focused on discussions surrounding investigations, despite increasing laboratory testing in primary care. Aim to explore the discussion of blood tests in routine primary care consultations. Design and setting a secondary analysis of 50 video-recorded routine primary routine care consultations, linked surveys, and records data [all from the one in a million [0iam] archive]. The consultations were taken by 22 gps across 12 practices. Method a coding scheme was developed. using qualitative content analysis, to explore discussion of blood tests in transcripts of recorded consultations. Codes focused on instigating testing, the extent of sdm, and how results were explained. Survey data were used to compare patients' pre-visit expectations with consultation content. Medical records were reviewed to compare tests discussed with those ordered. Results in 36 out of 50 consultations that discussed ordering blood tests. 11 patients [31%] hinted that they wanted a blood test; however, none asked explicitly. Only lour patients [11%] were offered alternative options. In 29 cases [81%] the gp gave some explanation of the indication, but only in six cases [17%] were the limitations of testing explained. Only 10 out of 31 patients [32%] were informed about all blood tests ordered. Of the 23 out of 50 consultations in which results were conveyed, the gp gave no explanation of the results in six cases [26%]. Thirteen patients [57%] were only informed of an assessment of the results (for example, 'normal'), rather than the actual results. Conclusion a lack of information dissemination and sdm exists around ordering tests and conveying results. Promoting sdm mild reduce unnecessary testing and improve patient-centred care.","English","consultation; decision making; general practice; information and dissemination; qualitative research","70",1
250,"Ashis","not vetted","Nguyen, Andrew A. K. and Baker, Annabelle and Turner, Angus W.","On-call telehealth for visiting optometry in regional western australia improves patient access to eye care","Clinical and experimental optometry","2020","10.1111/cxo.12979",NA,"English","on-call; ophthalmology; optometry; specialist outreach; telehealth","103",1
251,"Ashis","not vetted","Korman, Abraham M. and Kroshinsky, Daniela and Raff, Adam B. and Mostaghimi, Arash and Micheletti, Robert G. and Rosenbach, Misha and Kaffenberger, Benjamin H.","A survey-based study of diagnostic and treatment concordance in standardized cases of cellulitis and pseudocellulitis via teledermatology","Journal of the american academy of dermatology","2020","10.1016/j.jaad.2019.09.084",NA,"English",NA,"82",1
252,"Ashis","not vetted","Rimmer, Abi","I don't feel confident providing remote consultations. What do i need to know?","Bmj-british medical journal","2020","10.1136/bmj.m1746",NA,"English",NA,"369",1
253,"Ashis","not vetted","John, Oommen","Video consultations for triage of patients with covid-19","Bmj-british medical journal","2020","10.1136/bmj.m1583",NA,"English",NA,"369",1
254,"Ashis","not vetted","Thomas, Emma and Gallagher, Robyn and Grace, Sherry L.","Future-proofing cardiac rehabilitation: transitioning services to telehealth during covid-19","European journal of preventive cardiology",NA,"10.1177/2047487320922926",NA,"English",NA,NA,1
255,"Ashis","not vetted","Trabjerg, Theis Bitz and Jensen, Lars Henrik and Sondergaard, Jens and Sisler, Jeffrey James and Hansen, Dorte Gilsa","Cross-sectoral video consultations in cancer care: perspectives of cancer patients, oncologists and general practitioners","Supportive care in cancer",NA,"10.1007/s00520-020-05467-0","Purpose multidisciplinary video consultations are one method of improving coherence and coordination of care in cancer patients, but knowledge of user perspectives is lacking. Continuity of care is expected to have a significant impact on the quality of cancer care. Enhanced task clarification and shared responsibility between the patient, oncologist and general practitioner through video consultations might provide enhanced continuity in cancer care. Method we used descriptive survey data from patients and doctors in the intervention group based on a randomised controlled trial to evaluate the user perspectives and fidelity of the intervention. Results patients expressed that they were able to present their concerns in 95% of the consultations, and believed it was beneficial to have both their doctors present in 84%. The general practitioner and oncologist found that tripartite video consultation would lead to better coordination of care in almost 90% of the consultations. However, the benefits of handling social issues and comorbidity were sparser. Consultations were not accomplished in 11% due to technical problems and sound and video quality were non-satisfactory in 20%. Conclusion overall, multidisciplinary video consultations between cancer patient, general practitioner and oncologist were feasible in daily clinics. Initial barriers to address were technical issues and seamless planning. Patients reported high satisfaction, patient centredness and clarity of roles. General practitioners and oncologists were overall positive regarding role clarification and continuity, although less pronounced than patients.","English","User perspectives; Video consultation; Cancer; General practice; and Technical fidelity",NA,1
256,"Ashis","not vetted","Bleyel, Caroline and Hoffmann, Mariell and Wensing, Michel and Hartmann, Mechthild and Friederich, Hans-Christoph and Haun, Markus W.","Patients' perspective on mental health specialist video consultations in primary care: qualitative preimplementation study of anticipated benefits and barriers","Journal of medical internet research","2020","10.2196/17330","Background: due to limited access to specialist services, most patients with common mental disorders (depression or anxiety, or both) usually receive treatment in primary care. More recently, innovative technology-based care models (eg, video consultations) have been proposed to facilitate access to specialist services. Against this background, the provide (improving cross-sectoral collaboration between primary and psychosocial care: an implementation study on video consultations) project aims to improve the provision of psychosocial care through implementing video consultations integrated into routine primary care. Objective: from the patients' perspective, this qualitative preimplementation study explored (1) anticipated benefits from and (2) barriers to implementing mental health specialist video consultations embedded in primary care services and (3) prerequisites for interacting with therapists via video consultations. Methods: using a purposive (ie, stratified) sampling strategy, we recruited 13 patients from primary care practices and a tertiary care hospital (psychosomatic outpatient clinic) for one-off semistructured interviews. In a computer-assisted thematic analysis, we inductively (bottom-up) derived key themes concerning the practicability of mental health specialist video consultations. To validate our results, we discussed our findings with the interviewees as part of a systematic member checking. Results: overall, we derived 3 key themes and 10 subthemes. Participants identified specific benefits in 2 areas: the accessibility of mental health specialist care (shorter waiting times: 11/13, 85%; lower threshold for seeking specialist mental health care: 6/13, 46%; shorter travel distances: 3/13, 23%); and the environment in primary care (familiar travel modalities, premises, and employees: 5/13, 38%). The main barriers to the implementation of mental health video consultations from the patients' perspective were the lack of face-to-face contact (13/13, 100%) and technical challenges (12/13, 92%). Notably, participants' prerequisites for interacting with therapists (12/13, 92%) did not seem to differ much from those concerning face-to-face contacts. Conclusions: mental health service users mostly welcomed mental health specialist video consultations in primary care. Taking a pragmatic stance, service users, who are often frustrated about uncoordinated care, particularly valued the embedment of the consultations in the familiar environment of the primary care practice. With respect to interventional studies and implementation, our findings underscore the need to minimize technical disruptions during video consultations and to ensure optimal resemblance to face-to-face settings (eg, by training therapists in consistently reacting to nonverbal cues).","English","telemedicine; remote consultation; implementation; primary health care; and mental health services; thematic analysis; integrated behavioral health; and health services research","22",1
257,"Ashis","not vetted","Dhaduk, Kartik and Miller, Daniel and Schliftman, Alan and Athar, Ammar and Al Aseri, Zohair Ahmed and Echevarria, Alison and Hale, Brian and Scurlock, Corey and Becker, Christian","Implementing and optimizing inpatient access to dermatology consultations via telemedicine: an experiential study","Telemedicine and e-health","2021","10.1089/tmj.2019.0267","Background/introduction: in-house dermatology consultation services for hospitalized patients are not universally available in acute care hospitals. We encountered an unanticipated access gap for in-person dermatology consultations in our tertiary care hospital that routinely cares for complex high acuity patients with multiple comorbidities. To bridge this gap in specialist expertise in a timely manner, we expeditiously designed and implemented a telemedicine-supported inpatient dermatology consultation service. Methods: we conducted a retrospective review of 155 tele-dermatology consultations conducted between november 2017 and march 2019 as well as periodic prospective multidisciplinary process improvement meetings to optimize service-associated process maps and workflows. Results: tele-dermatology consultations changed the working diagnosis of the primary team in 52.3% of cases and most commonly recommended medical management (61.9% of cases). In total 100% of patients accepted telemedicine support and rated their experience as positive. The first three periodic process improvement meetings led to significant improvements in tele-dermatology-related process maps and workflows. Discussion: diagnostic concordance rates between the primary team and the tele-dermatologist were similar to those reported in the literature for in-person dermatology consultations. Important process improvements include establishing central responsibility of preparing and overseeing the consultation process, mandating the presence of a primary team representative during consultation and patient chart review by the tele-dermatologist before tele-consultation. Conclusion: inpatient tele-dermatology consultation services can be instituted timely and continuously improved to reliably and effectively bridge access gaps, improve diagnostic accuracy and differentiate therapeutic approaches while maintaining patient satisfaction.","English","telemedicine; tele-dermatology; e-health; dermatology; telehealth","27",1
258,"Ashis","not vetted","Hackett, Chris and Cerejo, Russell and Fishman, Robert and Wright, David and Rana, Sandeep and Tayal, Ashis","Ct perfusion imaging in telestroke facilitates treatment decisions without delaying door to needle time","Neurology","2020",NA,NA,"English",NA,"94",1
259,"Ashis","not vetted","Harper, Kelly and Turchan, Maxim and Ezana, David and Hanson, Claire and Charles, Philip","An evaluation of patient satisfaction of telehealth neurology compared to in-person neurology consultations","Neurology","2020",NA,NA,"English",NA,"94",1
260,"Ashis","not vetted","Poon, Jason T. and Hoversten, Knut and Tkach, Aleksander and De Havenon, Adam and Smith, Jaleen and Hannon, Peter and Chung, Lee and Majersik, Jennifer","Telestroke consultation can accurately diagnose ischemic stroke mimics","Neurology","2020",NA,NA,"English",NA,"94",1
261,"Ashis","not vetted","Ronck, Matthew and Salari, Apameh and Jaton, Eric and Stinson, Leah and Ngo, Monica and Bard, Kathryn and Solei, Amelia and Engkjer, Sarah and Zhang, Andrew and Kim, Jae and Yeager, Christine and Bentho, Oladi and Miller, Benjamin and Streib, Christopher","Improved adherence to aha acute stroke treatment guidelines through telestroke (telecast trial)","Neurology","2020",NA,NA,"English",NA,"94",1
262,"Ashis","not vetted","Solei, Amelia and Bard, Kathryn and Ronck, Matthew and Jaton, Eric and Stinson, Leah and Ngo, Monica and Salari, Apameh and Engkjer, Sarah and Zhang, Andrew and Kim, Jae and Yeager, Christine and Bentho, Oladi and Miller, Benjamin and Streib, Christopher","Inpatient telestroke coverage improves guideline-based secondary stroke prevention: results from the telecast trial","Neurology","2020",NA,NA,"English",NA,"94",1
263,"Ashis","not vetted","Zee, David and Newman-Toker, David and Tourkevich, Roksolana and Brune, Anthony and Green, Kemar and Peterson, Susan and Fanai, Mehdi and Otero-Millan, Jorge and Gold, Daniel","Diagnostic impact of a device-enabled remote ""tele-dizzy"" consultation service","Neurology","2020",NA,NA,"English",NA,"94",1
264,"Ashis","not vetted","Palozzi, Gabriele and Schettini, Irene and Chirico, Antonio","Enhancing the sustainable goal of access to healthcare: findings from a literature review on telemedicine employment in rural areas","Sustainability","2020","10.3390/su12083318","Fighting health inequalities is a challenge addressed by the united nations strategic development goals (un-sdgs). Particularly, people living in rural areas suffer from a lack of health infrastructure, which would jeopardize their inclusion in universal coverage for specialist care. Delivering valuable healthcare in underserved areas can be achieved through the employment of new technical innovations, such as telemedicine, which improves service delivery processes. Accordingly, this paper discusses how telemedicine strategies have enhanced the sustainability of right of ""access to healthcare"" in rural areas. Once we derived the sustainability pillars for healthcare from the un-sdgs 3 and 10 according to the who innovation assessment metrics, a prisma-based literature review was conducted using the scopus database. English, peer-reviewed articles/reviews from 1973 to 2019 were considered. The enquiry covers two analyses: (i) quantitative-bibliometric on 2267 papers; and (ii) qualitative-narrative on the 30 most significant papers. Interest about the topic has increased in the last decade following digitalization diffusion. The most productive and collaborative countries are those with huge dimensions and under financial restrictions. From a sustainability-oriented standpoint, telemedicine enhances both emergency and diagnostic healthcare in rural areas by decreasing the cost of services, expanding coverage of specialist cares, and increasing the quality of the outcomes. For health policies, telemedicine can be considered a suitable solution for providing cost-effective and sustainable healthcare.","English","access to healthcare; telemedicine; e-health; rural areas; remote areas; and UN-SDG 3; UN-SDG 10; commons; value-based healthcare; health-related and performance","12",1
265,"Ashis","not vetted","Griffith, Sian M. and Brewer, Eleanor","Introduction of video consultation into the general rheumatology clinic","Rheumatology","2020",NA,NA,"English",NA,"59",1
266,"Ashis","not vetted","Atabaki, Shireen M. and Hatcliffe, Rachel and Parrish, Benjamin and Alkindi, Nour and Tewoldemedhin, Bereket K. and Thomas, Bobbe and Vergara, Michelle and Sable, Craig","A regional model of direct to consumer telemedicine: expanding access to pediatric specialty care","Journal of investigative medicine","2020","10.1136/jim-2020-ERM.3",NA,"English",NA,"68",1
267,"Ashis","not vetted","Fantus, Richard and Darves-Bornoz, Anne and Hehemann, Marah and Helfand, Brian and Keeter, Mary and Brannigan, Robert and Bennet, Nelson and Halpern, Joshua","Examining online traffic patterns to popular telemedicine websites for evaluation and treatment of erectile dysfunction","Journal of urology","2020",NA,NA,"English",NA,"203",1
268,"Ashis","not vetted","Hsiang, Walter and Elftmann, Eric and Honig, Stanton and Leapman, Michael","Evaluation of online telehealth platforms for direct-to-consumer treatment of erectile dysfunction","Journal of urology","2020",NA,NA,"English",NA,"203",1
269,"Ashis","not vetted","Shahinyan, Robert and Amighi, Arash and Carey, Alson and Yoffe, Dar Alex and Hodge, Devyn and Pollard, Matthew and Nork, Justin and Mills, Jesse and Eleswarapu, Sriram","Direct-to-consumer pde-5 inhibitor telemedicine marketing platforms overlook crucial pathology: quantifying the value added of the urology office consultation","Journal of urology","2020",NA,NA,"English",NA,"203",1
270,"Ashis","not vetted","Lun, Yi and Cui, Libin","Research and application of multi dimension remote consultation system based on cloud computing service system","Basic & clinical pharmacology & toxicology","2020",NA,NA,"English",NA,"126",1
271,"Ashis","not vetted","Kim, Grace E. and Afanasiev, Olga K. and O'Dell, Chris and Sharp, Christopher and Ko, Justin M.","Implementation and evaluation of stanford health care store-and-forward teledermatology consultation workflow built within an existing electronic health record system","Journal of telemedicine and telecare","2020","10.1177/1357633X18799805","Introduction teledermatology services that function separately from patients' primary electronic health record (ehr) can lead to fragmented care, poor provider communication, privacy concerns and billing challenges. This study addresses these challenges by developing photocaremd, a store-and-forward (saf) teledermatology consultation workflow built entirely within an existing epic-based ehr. Methods thirty-six primary care physicians (pcps) from eight outpatient clinics submitted 215 electronic consults (econsults) for 211 patients to a stanford health care dermatologist via photocaremd. Comparisons were made with in-person referrals for this same dermatologist prior to initiation of photocaremd. Results compared to traditional in-person dermatology clinic visits, econsults decreased the time to diagnosis and treatment from 23 days to 16 hours. The majority (73%) of econsults were resolved electronically. In-person referrals from photocaremd (27%) had a 50% lower cancellation rate compared with traditional referrals (11% versus 22%). The average in-person visit and documentation was 25 minutes compared with 8 minutes for an econsult. Photocaremd saved 13 additional clinic hours to be made available to the dermatologist over the course of the pilot. At four patients per hour, this opens 52 dermatology clinic slots. Over 96% of patients had a favourable experience and 95% felt this service saved them time. Among pcps, 100% would recommend photocaremd to their colleagues and 95% said photocaremd was a helpful educational tool. Discussion an internal saf teledermatology workflow can be effectively implemented to increase access to and quality of dermatologic care. Our workflow can serve as a successful model for other hospitals and specialties.","English","Teledermatology; telemedicine; telehealth; store-and-forward; Epic EHR; and dermatology","26",1
272,"Ashis","not vetted","Adly, Mahmoud Sedky and Adly, Aya Sedky and Adly, Afnan Sedky","Assessment of early orthodontic treatment on functional shifts by telemonitoring mandibular movements using a smart phone","Journal of telemedicine and telecare","2020","10.1177/1357633X18800876","Introduction to assess effect of orthodontic treatment on anterior or lateral functional shift in mixed dentition stage by telemonitoring mandibular movements in four-dimensions using a novel objective method that can assist in orthodontics and other dental specialties without the need of expensive, bulky or complicated equipment. Methods a sample of 60 patients was divided into two groups. Group i included 30 patients with normal occlusion and tmj functions. Group ii included 30 patients that were diagnosed with an abnormal path of closure in antero-posterior or transverse directions due to disharmony between centric occlusion and centric relation. The latter group was orthodontically treated and mandibular movements were measured before, during, directly after orthodontic treatment, and one year after treatment using our proposed method. To evaluate validity and reliability of our method, it was compared with two methods, a commercially available mandibular scanner, and a low-cost graphical method that utilizes a sheet of wax and a stylus. Results it was found that the overall differences between opening and closing curves of our proposed method and the other two methods were small and negligible (p > 0.05). Discussion it was found that our proposed method is offering a reasonably accurate, simple and rapid way to telemonitor the mandible movements in four-dimensions using the rear/front camera of any smart-phone.","English","Orthodontics; mandibular telemonitoring; functional shifts; four and dimensions; smart phone","26",1
273,"Ashis","not vetted","Nalleballe, Krishna and Sharma, Rohan and Brown, Aliza and Joiner, Renee and Kapoor, Nidhi and Morgan, Tiffany and Benton, Tina and Williamson, Conelia and Culp, William and Lowery, Curtis and Onteddu, Sanjeeva","Ideal telestroke time targets: telestroke-based treatment times in the united states stroke belt","Journal of telemedicine and telecare","2020","10.1177/1357633X18805661","Background studying critical time interval requirements can enhance thrombolytic treatment for stroke patients in telestroke networks. We retrospectively examined 12 concurrent months of targeted time interval information in the south central us telemedicine programme, arkansas stroke assistance through virtual emergency support (ar saves). Hypothesis: we hypothesised that consult data analysis would highlight areas for improvement to shorten overall door to intra venous (iv) tissue plasminogen activator (tpa) administration time. Methods we analysed critical time targets for 238 consecutive telestroke neurology consults obtained over 12 months from ar saves spoke sites when tpa was administered. The following time intervals were analysed: emergency department (ed) door to computed tomography (d-ct); ed door to call centre (d-cc) for initiation of consult; ed door to neurology call (d-nc); neurology call to camera (nc-cam); tele consult time (con); ed door to tissue plasminogen activator (tpa)/needle (dtn). Results the median times of d-ct (13 min, inter quartile range (iqr) 6-22 min), d-cc (34 min, iqr 20-45 min), d-nc (40 min, iqr 21-71 min), nc-cam (4 min, iqr 2-8 min), and con (25 min, iqr 17-37 min) all contributed to a dtn median time of 71 min (iqr 50-104 min). A total of 238 patients received tpa with a 29.4% treatment rate and a dtn time of <= 60 min was achieved in 25.2% of patients. Conclusions focusing on reducing d-cc and con times may help to achieve the dtn time of < 60 min for the majority of patients. Having ideal time targets for telestroke patients akin to traditional patients will help identify and improve the overall goal of a dtn time < 60 min.","English","Stroke; telestroke; rural; thrombolysis; stroke belt; time targets","26",1
274,"Ashis","not vetted","Schulz, Thomas R. and Kanhutu, Kudzai and Sasadeusz, Joseph and Watkinson, Sally and Biggs, Beverley-Ann","Using telehealth to improve access to hepatitis c treatment in the direct-acting antiviral therapy era","Journal of telemedicine and telecare","2020","10.1177/1357633X18806651","Introduction one-third of the australian population lives outside major cities and this group has worse health outcomes. Telehealth is becoming an accepted way to improve patient access to specialist healthcare. Over 200,000 australian's have hepatitis c virus (hcv) and new treatments are very effective and well tolerated. We aim to demonstrate that hcv treatment utilising telehealth support for care delivery has cure rates similar to onsite care in clinical trials. We also report length of consultation and calculate reductions in travel and carbon output. Methods patient demographic, clinical, and treatment outcome data were collected prospectively from hospital software and analysed retrospectively. This was an audit of all patients treated for hcv in one year from a single tertiary hospital that included telehealth in their care delivery. Results sustained virological response was achieved in 51/52 (98%) patients with completed treatment courses, and 51/58 (88%) of those who had a planned telehealth consultation as part of their management. A median of 634 km of patient travel was saved per telehealth consultation. Discussion we found that a telehealth-supported outreach programme for patients in regional australia with hcv produced similar outcomes to clinical trials. There was a considerable saving in time and cost for the patients and significant environmental benefit through the reduction in carbon footprint associated with travel to distant specialist health services. We conclude that telehealth facilitated outreach is a feasible and effective way to access hcv treatment and cure in regional australia.","English","Hepatitis C; telehealth; outreach; immigrant; direct-acting antiviral","26",1
275,"Ashis","not vetted","Lee, Steven and Dana, Ali and Newman, Jessica","Teledermatology as a tool for preoperative consultation before mohs micrographic surgery within the veterans health administration","Dermatologic surgery","2020","10.1097/DSS.0000000000002073","Background telemedicine is improving access to subspecialty care within the veterans health administration (vha). Mohs micrographic surgery (mms) is a surgical modality used to treat nonmelanoma skin cancers. Objective this study evaluates the use of teledermatology for preoperative consultation for mms. Methods and materials a retrospective analysis of interfacility mms referrals to the bronx veterans affairs medical center (vamc) was conducted. The consult failure rates (cfrs), treatment follow-through rates, time to treatment, and travel savings for ""face-to-face"" preoperative consults were compared with store-and-forward ""teledermatology"" preoperative consults. Results although both ""teledermatology"" and ""face-to-face"" preoperative consults resulted in an equivalent percentage of treated lesions, teledermatology had a significantly decreased cfr. In addition, teledermatology decreased the time to treatment by 2 weeks, increased the percentage of lesions treated within 60 days, and resulted in average travel savings of 162.7 minutes, 144.5 miles, and $60.00 per person. Conclusion this study demonstrates that teleconsultation is effective for preoperative consults for mms within the vha system. Teledermatology improved access measures such as time to treatment and travel burden. This program may serve as a model not only for other vamcs that accept interfacility mms consults, but also for vamcs that provide other types of access-limited subspecialty care.","English",NA,"46",1
276,"Ashis","not vetted","Duru, O. O. and Kemp, L. and Mirk, A. K.","Telehealth geriatric clinical pharmacy specialist consultation: integrated management and polypharmacy review of vulnerable elders","Journal of the american geriatrics society","2020",NA,NA,"English",NA,"68",1
277,"Ashis","not vetted","Boyle, Lisa and Filips, Julie and Schultz, Susan and Yadack, Audra and Aslam, Muhammad","Using telehealth technology to improve access and quality of mental health care to older veterans","American journal of geriatric psychiatry","2020",NA,NA,"English",NA,"28",1
278,"Ashis","not vetted","Hagi-Pedersen, Mai-Britt and Dessau, Ram B. and Norlyk, Annelise and Stanchev, Hristo and Kronborg, Hanne","Comparison of video and in-hospital consultations during early in-home care for premature infants and their families: a randomised trial","Journal of telemedicine and telecare",NA,"10.1177/1357633X20913411","Introduction early in-home care is increasingly being used in scandinavian countries for clinically stable premature infants. Due to challenges with travel and hospital resources, alternative ways to support parents during early in-home care are being considered. The aim of this study was to test whether the proportion of mothers exclusively breastfeeding, parental confidence and mother-infant interaction increased after early in-home care with premature infants, and to compare the outcomes of in-home care involving the use of video communication and a mobile application with those of in-home care involving in-hospital consultations. Methods this study was conducted in four neonatal wards offering premature infant in-home care in denmark. Premature infants were randomised using 1:1 block randomisation. During early in-home care, families had planned consultations two to three times a week, during which they received support from nurses: the intervention group had video consultations, while the control group had in-hospital consultations. Results the proportion of exclusively breastfeeding mothers at discharge was 66.7% in the intervention group vs 66% in the control group and decreased to 49.4% vs 55%, respectively, 1 month after discharge. No significant improvements were found in the intervention group compared with the control group. In the intervention group, some video consultations were changed to telephone consultations due to problems with the video function, or to in-hospital consultations due to infants' requirement for medical services. No significant differences in secondary outcomes were observed. Discussion the study showed similar breastfeeding proportions at discharge. No unfavourable effects of video consultation compared with in-hospital consultation were found, indicating that video consultation could be a viable option and an important supplement during early in-home care.","English","Early in-home care; breastfeeding; premature infant; discharge; video and consultations",NA,1
279,"Ashis","not vetted","Greenhalgh, Trisha and Koh, Gerald Choon Huat and Car, Josip","10-minute consultation covid-19: a remote assessment in primary care","Bmj-british medical journal","2020","10.1136/bmj.m1182",NA,"English",NA,"368",1
